exp_name,seed,iteration,n_blocks,n_target_examples,n_source_examples,train_set_size,target_fraction,eval_set,entity_f1_micro,entity_f1_macro,entity_f1_weighted,entity_precision,entity_recall,token_f1,token_acc,eval_loss,delta_f1_vs_iter0,f1_Archive,f1_CelestialObject,f1_CelestialObjectRegion,f1_CelestialRegion,f1_Citation,f1_Collaboration,f1_ComputingFacility,f1_Database,f1_Dataset,f1_EntityOfFutureInterest,f1_Event,f1_Fellowship,f1_Formula,f1_Grant,f1_Identifier,f1_Instrument,f1_LOC,f1_Mission,f1_Model,f1_ORG,f1_ObservationalTechniques,f1_Observatory,f1_PER,f1_Proposal,f1_Software,f1_Survey,f1_Tag,f1_Telescope,f1_TextGarbage,f1_URL,f1_Wavelength,support_Archive,support_CelestialObject,support_CelestialObjectRegion,support_CelestialRegion,support_Citation,support_Collaboration,support_ComputingFacility,support_Database,support_Dataset,support_EntityOfFutureInterest,support_Event,support_Fellowship,support_Formula,support_Grant,support_Identifier,support_Instrument,support_LOC,support_Mission,support_Model,support_ORG,support_ObservationalTechniques,support_Observatory,support_PER,support_Proposal,support_Software,support_Survey,support_Tag,support_Telescope,support_TextGarbage,support_URL,support_Wavelength,best_epoch,train_time_sec,peak_gpu_mem_mb
iter_astro,42,0,0,0,12543,12543,0.0,ewt_dev,0.8048899755501223,0.7941806235568846,0.8061730829961155,0.76274328081557,0.8519668737060041,0.8876662699777549,0.9843731361087916,0.070893252799232,0.0,,,,,,,,,,,,,,,,,0.8038976857490864,,,0.7014028056112225,,,0.8772413793103448,,,,,,,,,,,,,,,,,,,,,,,,,399,,,224,,,343,,,,,,,,,7,996.1421458721161,5586
iter_astro,42,0,0,0,12543,12543,0.0,conll_test,0.702272958923657,0.6847807561524197,0.6830906648451208,0.7081192189105858,0.6965224423776789,0.8010644047577093,0.9522558414988694,0.3038574680685997,0.0,,,,,,,,,,,,,,,,,0.6937229437229436,,,0.48443432042520884,,,0.8761850043091066,,,,,,,,,,,,,,,,,,,,,,,,,1668,,,1661,,,1617,,,,,,,,,7,996.1421458721161,5586
iter_astro,42,0,0,0,12543,12543,0.0,astro_test,0.3099096164807426,0.046602203050845045,0.1991014094242204,0.49027437846193483,0.2265611048276683,0.08726896882342812,0.8419955251575908,1.9960349157452584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29511323003575685,0.0,0.0,0.5753790489317712,0.0,0.0,0.5741760156086684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324,2419,484,148,6042,360,588,297,339,304,55,594,2401,5038,146,813,2097,170,2366,10436,61,1141,5940,159,1112,915,74,1881,192,350,3151,7,996.1421458721161,5586
iter_astro,42,1,5,5,12543,12548,0.0003984698756773988,ewt_dev,0.7979328165374678,0.7836607791126537,0.799112687038816,0.7966976264189887,0.7991718426501035,0.8723603140176801,0.9837369279096584,0.09813984391826486,-0.006957159012654479,,,,,,,,,,,,,,,,,0.8046272493573265,,,0.6680942184154175,,,0.8782608695652172,,,,,,,,,,,,,,,,,,,,,,,,,399,,,224,,,343,,,,,,,,,14,1527.6367344856262,11767
iter_astro,42,1,5,5,12543,12548,0.0003984698756773988,conll_test,0.7030467445742906,0.6847127493957799,0.6827161664900183,0.7263906856403622,0.6811564900930045,0.7964031413958867,0.9520620221815441,0.41449173000917117,0.0007737856506335739,,,,,,,,,,,,,,,,,0.6921891058581706,,,0.45161290322580644,,,0.9103362391033624,,,,,,,,,,,,,,,,,,,,,,,,,1668,,,1661,,,1617,,,,,,,,,14,1527.6367344856262,11767
iter_astro,42,1,5,5,12543,12548,0.0003984698756773988,astro_test,0.3515797594417366,0.06600315466646517,0.2593601962448048,0.42780337941628266,0.29841061967974286,0.12473842283408165,0.8729895028771629,1.3612779684364795,0.04167014296099397,0.0,0.0,0.0,0.0,0.4751758793969849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04377713458755427,0.0,0.0,0.2925338934504487,0.0,0.022316275490573294,0.47958092005754965,0.0,0.0,0.7177762039660056,0.0,0.0,0.0,0.0,0.0018859028760018857,0.0,0.0,0.01305158483530143,324,2419,484,148,6042,360,588,297,339,304,55,594,2401,5038,146,813,2097,170,2366,10436,61,1141,5940,159,1112,915,74,1881,192,350,3151,14,1527.6367344856262,11767
iter_astro,42,2,7,7,12543,12550,0.0005577689243027889,ewt_dev,0.7940298507462686,0.7818907969274339,0.7950620047166197,0.764367816091954,0.8260869565217391,0.8726737183792799,0.9829814306731878,0.08297797808809841,-0.010860124803853677,,,,,,,,,,,,,,,,,0.7878048780487805,,,0.6777546777546778,,,0.8801128349788434,,,,,,,,,,,,,,,,,,,,,,,,,399,,,224,,,343,,,,,,,,,9,1210.3698046207428,11767
iter_astro,42,2,7,7,12543,12550,0.0005577689243027889,conll_test,0.7019027484143764,0.6859672637324826,0.6841216157368344,0.6990174453579306,0.7048119692680954,0.7931687360858748,0.9513298158716486,0.32754375067263564,-0.00037021050928065513,,,,,,,,,,,,,,,,,0.681728880157171,,,0.4834123222748815,,,0.892760588765395,,,,,,,,,,,,,,,,,,,,,,,,,1668,,,1661,,,1617,,,,,,,,,9,1210.3698046207428,11767
iter_astro,42,2,7,7,12543,12550,0.0005577689243027889,astro_test,0.35891771130693806,0.06415541189353866,0.26062908123833384,0.47920326119378254,0.2869019981348096,0.11862054927866174,0.8714621614560655,1.3498761184513568,0.04900809482619545,0.0,0.0,0.0,0.0,0.42022723635781734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007249003262051468,0.0,0.0,0.0,0.2770443349753694,0.0,0.00414765657403567,0.5250341657348738,0.0,0.0,0.7616394747313968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324,2419,484,148,6042,360,588,297,339,304,55,594,2401,5038,146,813,2097,170,2366,10436,61,1141,5940,159,1112,915,74,1881,192,350,3151,9,1210.3698046207428,11767
iter_astro,42,3,10,10,12543,12553,0.0007966223213574444,ewt_dev,0.7926455566905005,0.5804475319144722,0.7930970787512684,0.782258064516129,0.8033126293995859,0.6977142602785531,0.9832200087478628,0.10666671817971436,-0.012244418859621797,,,,,,,0.0,,,,,,,,,,0.8045397225725094,,,0.6327433628318584,,,0.8845070422535211,,,,,,,,,,,,,,,0,,,,,,,,,,399,,,224,,,343,,,,,,,,,14,1773.5022604465485,11766
